,0
9703,5
5977,3
17261,2
10283,5
26274,4
25398,4
90,1
21562,3
7970,4
23677,3
16583,2
8622,5
23725,3
3945,5
19000,2
16180,2
15372,2
11828,1
4821,1
24395,4
16308,2
23229,3
593,2
23978,4
7019,4
6124,3
26544,4
25979,4
3821,5
1209,4
13794,1
14009,1
9930,5
20594,3
4247,5
12832,1
21793,3
26628,4
17701,2
6972,4
17768,2
6809,3
20659,3
9205,5
15803,2
13936,1
17543,2
4744,5
222,1
12662,1
21666,3
18979,2
4503,5
44,1
18607,2
12761,1
22837,3
3291,5
9503,5
11853,1
17892,2
24452,4
1435,4
25245,4
17734,2
575,2
14227,1
15370,2
6692,3
15313,2
10447,5
6906,4
22432,3
20988,3
17198,2
20168,3
26275,4
21521,3
4893,1
14533,1
4645,5
6385,3
14339,1
17392,2
24208,4
17272,2
8305,5
3847,5
18394,2
23370,3
1755,4
1320,4
5226,1
15608,2
21998,3
8638,5
17290,2
10408,5
12766,1
14169,1
17407,2
13981,1
15492,2
5109,1
16892,2
10259,5
3499,5
18576,2
4661,5
7599,4
16202,2
7393,4
4513,5
22312,3
4399,5
16183,2
10437,5
23219,3
14067,1
16240,2
2124,4
25648,4
20586,3
23540,3
1920,4
18324,2
16842,2
23579,3
11489,1
8164,5
17340,2
23522,3
22570,3
8880,5
8958,5
14238,1
8853,5
14534,1
5813,3
1785,4
2486,5
13303,1
16117,2
11074,1
11097,1
8534,5
15471,2
18683,2
25607,4
8915,5
10262,5
12371,1
15685,2
19738,2
415,2
18976,2
7790,4
19585,2
21188,3
11195,1
8002,4
20238,3
20997,3
510,2
25198,4
19965,2
19147,2
18286,2
692,3
22981,3
4671,5
1887,4
22715,3
7913,4
12823,1
4004,5
25286,4
25333,4
7793,4
24904,4
1733,4
2359,5
19497,2
7526,4
14907,1
21768,3
26571,4
4794,1
537,2
6073,3
1938,4
16512,2
7908,4
12101,1
13398,1
9076,5
26388,4
17604,2
15369,2
7202,4
16496,2
24659,4
15535,2
9448,5
8064,4
8753,5
3542,5
5956,3
12793,1
18234,2
22167,3
13434,1
10761,5
8194,5
19932,2
21153,3
13316,1
10482,5
22286,3
1249,4
24661,4
2249,5
22931,3
19439,2
20194,3
25898,4
26881,4
7169,4
1425,4
23146,3
21821,3
14691,1
22277,3
2998,5
2233,5
7234,4
21012,3
5173,1
22810,3
5139,1
16003,2
5243,1
20252,3
9137,5
21722,3
10822,5
10053,5
5500,1
19691,2
11213,1
11802,1
19651,2
19639,2
835,3
11359,1
12480,1
8121,4
5117,1
12468,1
20598,3
25501,4
15356,2
9257,5
7639,4
4842,1
22913,3
3461,5
7637,4
17839,2
1986,4
14747,1
13358,1
19743,2
12697,1
24120,4
23272,3
5740,3
22587,3
7045,4
3515,5
7142,4
23601,3
18256,2
1876,4
13308,1
2155,4
19429,2
25338,4
4162,5
19638,2
14303,1
11873,1
7390,4
8976,5
26811,4
10036,5
9544,5
7770,4
23273,3
12672,1
16509,2
1730,4
4590,5
11443,1
3152,5
15332,2
14745,1
1766,4
12808,1
12809,1
12013,1
3342,5
16868,2
8912,5
23133,3
1809,4
21049,3
18795,2
2371,5
13301,1
9603,5
3615,5
25691,4
23497,3
25745,4
19132,2
17789,2
8636,5
10429,5
4106,5
16238,2
26015,4
23774,3
1929,4
26128,4
26800,4
7577,4
22358,3
16188,2
7031,4
10675,5
12085,1
21392,3
15548,2
21115,3
25640,4
26427,4
5952,3
8505,5
21085,3
16294,2
832,3
21591,3
3180,5
22555,3
18462,2
5368,1
5674,2
152,1
3431,5
7602,4
530,2
25349,4
4354,5
24063,4
25363,4
2483,5
2291,5
173,1
4209,5
20877,3
16378,2
10489,5
23823,3
23828,3
19406,2
4973,1
1107,3
2722,5
18179,2
21051,3
2269,5
20243,3
18946,2
23918,4
13942,1
19906,2
13188,1
2856,5
855,3
9407,5
13985,1
19156,2
23595,3
8474,5
23118,3
461,2
1849,4
22601,3
22621,3
24251,4
1535,4
26529,4
5049,1
2421,5
13922,1
4628,5
7773,4
19363,2
3257,5
14678,1
24408,4
14467,1
21655,3
26775,4
24632,4
18282,2
8993,5
23381,3
25116,4
18813,2
697,3
25027,4
24979,4
18114,2
12989,1
12422,1
6944,4
2166,4
5482,1
21447,3
5853,3
7722,4
14477,1
1825,4
11550,1
22242,3
13436,1
16092,2
21398,3
10926,1
10614,5
13647,1
8112,4
26256,4
10043,5
1930,4
9604,5
1121,4
7437,4
6319,3
9923,5
3026,5
12595,1
19624,2
19550,2
1937,4
21639,3
7847,4
16603,2
1793,4
12163,1
3131,5
2562,5
16729,2
25225,4
224,1
8656,5
5098,1
25194,4
14878,1
11339,1
21444,3
10135,5
11793,1
16589,2
24529,4
20644,3
25069,4
23628,3
19780,2
9158,5
18676,2
278,2
12327,1
23215,3
18619,2
2021,4
2280,5
21993,3
1288,4
19198,2
16038,2
16866,2
17683,2
6428,3
2584,5
4481,5
21196,3
26634,4
19385,2
14000,1
25102,4
18069,2
10324,5
25344,4
5670,2
25379,4
473,2
4390,5
2489,5
20457,3
14011,1
17984,2
1418,4
11479,1
753,3
12188,1
13660,1
21912,3
21565,3
5780,3
11841,1
16657,2
21286,3
23603,3
24958,4
4153,5
17966,2
19057,2
5164,1
7074,4
19495,2
15794,2
9593,5
25097,4
10069,5
11147,1
19073,2
20614,3
24499,4
11177,1
15293,2
10777,5
25130,4
24999,4
17942,2
15780,2
20083,2
838,3
26622,4
15013,1
15509,2
2450,5
9241,5
14565,1
13028,1
4724,5
23101,3
18559,2
17161,2
22645,3
10249,5
23775,3
14179,1
4667,5
24729,4
5755,3
1191,4
1630,4
4395,5
11884,1
4398,5
11100,1
6120,3
1928,4
2867,5
2919,5
20947,3
20009,2
16310,2
20188,3
18741,2
18499,2
9691,5
12969,1
10765,5
26184,4
4234,5
10884,5
1162,4
3091,5
17709,2
10151,5
14877,1
16891,2
11513,1
7887,4
24017,4
19072,2
9087,5
19787,2
26460,4
15233,1
25903,4
21747,3
6403,3
7767,4
25558,4
8581,5
6836,4
25579,4
9374,5
1581,4
7886,4
16058,2
18615,2
12653,1
12211,1
16782,2
10942,1
23499,3
9556,5
9165,5
14932,1
16772,2
25360,4
17867,2
7622,4
5963,3
20658,3
14014,1
8129,5
13221,1
12207,1
10529,5
3088,5
3226,5
7264,4
15997,2
17224,2
7823,4
20452,3
23733,3
21809,3
1056,3
9819,5
10669,5
11709,1
20290,3
15221,1
10138,5
25261,4
19942,2
22639,3
8866,5
22622,3
18273,2
25345,4
20858,3
7914,4
5566,2
3356,5
18270,2
89,1
13500,1
9613,5
19688,2
21164,3
18774,2
4988,1
14225,1
3430,5
13876,1
17913,2
19531,2
10619,5
12902,1
8909,5
17588,2
6791,3
24797,4
5684,2
21477,3
19967,2
12321,1
10200,5
7297,4
20702,3
8219,5
19792,2
5154,1
24022,4
5698,2
1875,4
7212,4
12891,1
8047,4
6712,3
22661,3
11706,1
22644,3
4102,5
3725,5
17851,2
73,1
17204,2
22304,3
5981,3
15817,2
7987,4
22910,3
19138,2
17801,2
24431,4
10394,5
25646,4
15286,2
18902,2
14243,1
8063,4
23619,3
11289,1
2330,5
22168,3
3011,5
2873,5
10714,5
23077,3
17152,2
12432,1
16747,2
13806,1
25387,4
23917,4
22747,3
19783,2
4206,5
20128,3
19084,2
3128,5
12312,1
24855,4
15443,2
18626,2
19015,2
18082,2
25801,4
19608,2
5209,1
10505,5
5565,2
9211,5
17384,2
22222,3
17749,2
16127,2
15835,2
17004,2
24909,4
12366,1
19178,2
927,3
15340,2
7680,4
6395,3
1594,4
5728,3
25910,4
15326,2
19404,2
20848,3
22247,3
24714,4
4463,5
5382,1
14866,1
4372,5
2571,5
24578,4
23584,3
22785,3
5539,2
11259,1
19507,2
23255,3
25314,4
3385,5
17735,2
9734,5
10194,5
24840,4
25706,4
12056,1
9468,5
2326,5
21920,3
1177,4
16717,2
4019,5
22692,3
9630,5
3997,5
17073,2
6642,3
3830,5
23562,3
24077,4
3589,5
588,2
8207,5
6782,3
11636,1
5805,3
26193,4
20980,3
14245,1
15026,1
12293,1
14875,1
20576,3
20758,3
11478,1
9472,5
2670,5
25969,4
16424,2
13468,1
21951,3
22437,3
6903,4
26618,4
12719,1
26414,4
10248,5
25797,4
15527,2
13147,1
188,1
21024,3
4170,5
7841,4
16116,2
2347,5
20244,3
21590,3
17374,2
8321,5
13341,1
7065,4
5965,3
24576,4
1432,4
22725,3
590,2
20445,3
17146,2
7491,4
22890,3
8746,5
19232,2
3470,5
19769,2
5393,1
5817,3
16633,2
6725,3
4548,5
2430,5
22472,3
3437,5
2788,5
5604,2
15334,2
19316,2
4983,1
26008,4
22845,3
22298,3
15533,2
16912,2
6011,3
1585,4
17763,2
20314,3
24158,4
23547,3
6902,4
26102,4
10177,5
12824,1
20257,3
25555,4
26073,4
12598,1
21738,3
24129,4
21170,3
2723,5
25855,4
23740,3
24488,4
7690,4
17753,2
15185,1
1955,4
14872,1
2567,5
6513,3
26050,4
2844,5
21908,3
22391,3
7552,4
23025,3
19233,2
20029,2
8465,5
15353,2
21640,3
7254,4
1534,4
14729,1
18712,2
19160,2
13117,1
23204,3
22735,3
824,3
20562,3
25791,4
294,2
26858,4
26538,4
8220,5
1567,4
22346,3
13184,1
20826,3
9074,5
22768,3
12613,1
17277,2
12727,1
19357,2
21512,3
15808,2
3433,5
12845,1
24148,4
12821,1
5520,2
2251,5
2616,5
20095,2
3876,5
6354,3
2468,5
2851,5
21831,3
17759,2
7079,4
2911,5
1227,4
7789,4
12369,1
16653,2
6801,3
4681,5
18166,2
15764,2
18347,2
21403,3
25179,4
9445,5
19082,2
23789,3
7829,4
26084,4
8690,5
13376,1
16579,2
5001,1
15068,1
26816,4
18510,2
23367,3
18470,2
26276,4
23393,3
12265,1
17230,2
12126,1
20294,3
18353,2
25983,4
9660,5
11160,1
10773,5
15330,2
14727,1
11019,1
20796,3
12004,1
672,3
12155,1
2242,5
19440,2
17771,2
23285,3
13280,1
22315,3
11918,1
7772,4
11939,1
12435,1
8496,5
5881,3
26173,4
10411,5
248,1
2446,5
18413,2
5543,2
12592,1
9249,5
7644,4
25871,4
3087,5
1372,4
22874,3
2827,5
20512,3
25860,4
1433,4
14160,1
11391,1
12315,1
2692,5
2853,5
9697,5
17717,2
10121,5
8670,5
17989,2
13132,1
26691,4
6451,3
24147,4
10065,5
24127,4
1817,4
7559,4
8850,5
18112,2
3050,5
22783,3
21207,3
26349,4
26767,4
18612,2
2323,5
23714,3
10914,1
7840,4
10595,5
7820,4
10862,5
560,2
262,1
22341,3
1202,4
8146,5
9901,5
16858,2
9207,5
10430,5
14351,1
8327,5
17975,2
3239,5
1549,4
21140,3
22629,3
19628,2
6503,3
15995,2
6869,4
14661,1
19039,2
2734,5
1469,4
16102,2
18703,2
20792,3
21417,3
6821,3
16379,2
2056,4
16558,2
4801,1
23155,3
5305,1
19489,2
3329,5
3284,5
11996,1
1965,4
21314,3
18521,2
6898,4
1990,4
20937,3
18193,2
648,3
2683,5
11981,1
8735,5
29,1
393,2
20841,3
8037,4
18788,2
4129,5
26370,4
18020,2
5851,3
11022,1
5306,1
10180,5
6288,3
9326,5
24214,4
1838,4
20149,3
8919,5
3002,5
16106,2
23921,4
4156,5
1894,4
15272,1
5177,1
583,2
5016,1
8074,4
9273,5
3780,5
15723,2
16517,2
9280,5
4373,5
5376,1
20827,3
25305,4
17992,2
16968,2
7497,4
1908,4
9161,5
734,3
2231,5
20396,3
19990,2
23503,3
3960,5
9050,5
13158,1
2614,5
9324,5
24354,4
11154,1
10645,5
24962,4
4550,5
15601,2
15231,1
10068,5
16254,2
3961,5
19570,2
22463,3
1098,3
18548,2
19206,2
13278,1
6402,3
10870,5
6947,4
14157,1
20136,3
19986,2
7712,4
1349,4
24297,4
7455,4
21966,3
5861,3
8405,5
13835,1
15645,2
8673,5
25492,4
21379,3
15121,1
22901,3
2009,4
10410,5
3485,5
17096,2
22871,3
444,2
20476,3
4141,5
8183,5
4820,1
2592,5
15565,2
5983,3
21847,3
1548,4
24374,4
16123,2
11766,1
3703,5
21742,3
20729,3
20449,3
888,3
24389,4
4152,5
24724,4
22478,3
10225,5
13448,1
18027,2
13379,1
16253,2
4924,1
4512,5
11660,1
9469,5
991,3
17785,2
24743,4
26387,4
2015,4
6499,3
1409,4
14191,1
21240,3
26357,4
6533,3
25800,4
5392,1
26556,4
22330,3
13413,1
18014,2
8834,5
3234,5
4449,5
26517,4
20914,3
6780,3
4969,1
13198,1
13446,1
25251,4
2941,5
12754,1
14297,1
1860,4
18440,2
14338,1
14474,1
6147,3
5820,3
9194,5
24156,4
792,3
1399,4
1074,3
4972,1
16128,2
18241,2
17521,2
22791,3
14512,1
13064,1
24856,4
17796,2
24896,4
24845,4
26871,4
12381,1
9683,5
4057,5
17857,2
788,3
17326,2
10030,5
7803,4
22326,3
9202,5
19645,2
3923,5
24329,4
18405,2
22164,3
5396,1
8005,4
18527,2
18779,2
418,2
4885,1
20907,3
24275,4
13773,1
20638,3
22679,3
19010,2
14637,1
9409,5
19992,2
4540,5
5960,3
4598,5
20379,3
9972,5
9774,5
8930,5
9012,5
19047,2
21527,3
26463,4
8842,5
568,2
17516,2
6290,3
26266,4
16974,2
8469,5
6370,3
25464,4
24018,4
25792,4
26613,4
11656,1
5561,2
14900,1
2618,5
9275,5
16764,2
18459,2
10264,5
18513,2
9758,5
24394,4
21802,3
6603,3
10787,5
23771,3
23237,3
15586,2
2523,5
16546,2
23817,3
16806,2
26486,4
23466,3
1736,4
6229,3
25018,4
21677,3
10123,5
17250,2
9533,5
16348,2
9800,5
9911,5
8013,4
21820,3
26719,4
10841,5
435,2
17959,2
22438,3
9869,5
19884,2
16089,2
19122,2
11730,1
15146,1
18584,2
12313,1
11613,1
16511,2
12983,1
19372,2
26727,4
18868,2
19522,2
15032,1
1843,4
4626,5
21309,3
9685,5
9540,5
2107,4
21927,3
20736,3
21035,3
5071,1
246,1
523,2
22862,3
13,1
17311,2
7206,4
22011,3
24249,4
707,3
8508,5
9581,5
6061,3
17596,2
5286,1
19024,2
14577,1
3158,5
13007,1
26300,4
9331,5
10555,5
15531,2
1515,4
18874,2
20343,3
20402,3
22546,3
1131,4
8118,4
2110,4
18254,2
9933,5
24644,4
8158,5
23887,4
3775,5
3933,5
10920,1
9862,5
17755,2
1033,3
17985,2
21302,3
20358,3
242,1
22209,3
15545,2
8620,5
6150,3
1528,4
20355,3
21061,3
18372,2
3360,5
8330,5
7359,4
25782,4
13142,1
20807,3
1168,4
6975,4
10438,5
12150,1
5616,2
19905,2
16387,2
15505,2
7043,4
3405,5
1632,4
11848,1
6004,3
95,1
25941,4
24311,4
12180,1
8055,4
1082,3
492,2
129,1
23856,3
23121,3
9389,5
17332,2
26581,4
15211,1
24531,4
23340,3
14156,1
13583,1
14462,1
16150,2
8137,5
6015,3
2668,5
9185,5
20723,3
24331,4
14486,1
21067,3
20292,3
15742,2
20278,3
15566,2
23114,3
20254,3
7818,4
26238,4
10676,5
6218,3
14920,1
26834,4
13520,1
17216,2
15882,2
23455,3
14278,1
1314,4
7846,4
10668,5
17455,2
16236,2
19740,2
16422,2
5298,1
25556,4
13593,1
17676,2
20750,3
1861,4
165,1
9957,5
23419,3
383,2
3561,5
1788,4
20646,3
26441,4
9764,5
1262,4
21482,3
19627,2
23524,3
4190,5
3035,5
15522,2
13833,1
13123,1
11815,1
5955,3
8354,5
8239,5
23831,3
5860,3
14058,1
7369,4
17064,2
5858,3
15936,2
7338,4
17372,2
5683,2
7471,4
15690,2
25613,4
8682,5
14350,1
24047,4
17678,2
8376,5
1644,4
9781,5
2650,5
20441,3
14568,1
8478,5
16039,2
26328,4
10916,1
18740,2
2659,5
26593,4
3700,5
7749,4
8419,5
17385,2
12393,1
488,2
630,3
13896,1
16965,2
8427,5
12174,1
4880,1
10971,1
3049,5
10836,5
22771,3
9153,5
8421,5
23742,3
12130,1
2194,5
2573,5
4413,5
5598,2
7486,4
14837,1
16013,2
23511,3
2369,5
26029,4
9525,5
23480,3
5004,1
3568,5
5143,1
22760,3
25874,4
10490,5
26565,4
11240,1
16733,2
3816,5
14293,1
26362,4
14282,1
17741,2
23521,3
5015,1
1898,4
19927,2
19364,2
645,3
12701,1
20748,3
776,3
21761,3
23385,3
17449,2
7417,4
12457,1
1872,4
24377,4
12218,1
20505,3
8308,5
9351,5
7372,4
9621,5
20004,2
25585,4
5400,1
15675,2
2353,5
23269,3
14923,1
18049,2
4186,5
2943,5
13918,1
3866,5
22112,3
24060,4
15017,1
23800,3
7968,4
1770,4
9267,5
19022,2
15751,2
22933,3
13095,1
3369,5
23718,3
15432,2
25655,4
25532,4
26505,4
18473,2
4923,1
20932,3
2010,4
6475,3
25327,4
7588,4
1047,3
7573,4
20435,3
13581,1
22996,3
24673,4
7081,4
26662,4
26412,4
14231,1
19449,2
26415,4
12205,1
18736,2
11342,1
22053,3
10844,5
372,2
16824,2
4270,5
19779,2
22709,3
17075,2
13643,1
6178,3
24880,4
13652,1
3109,5
25889,4
5079,1
20943,3
25195,4
22087,3
963,3
363,2
1052,3
12873,1
11124,1
11232,1
24466,4
17033,2
14027,1
7873,4
3089,5
20874,3
21320,3
17904,2
23798,3
10238,5
2363,5
24944,4
25967,4
10823,5
6068,3
20334,3
18739,2
6362,3
20310,3
25367,4
7635,4
20368,3
11233,1
13551,1
3260,5
12966,1
21844,3
19764,2
3073,5
8626,5
451,2
12471,1
15462,2
18830,2
11042,1
13963,1
1985,4
21002,3
10251,5
6312,3
19500,2
14604,1
4593,5
19077,2
14896,1
25954,4
20142,3
7246,4
22619,3
9103,5
18067,2
24316,4
25805,4
18718,2
24178,4
18376,2
5786,3
13638,1
16349,2
20064,2
3677,5
14085,1
1170,4
3649,5
21915,3
26305,4
26794,4
5118,1
17043,2
21910,3
13873,1
9352,5
17894,2
16572,2
10047,5
1213,4
23346,3
18021,2
5528,2
25771,4
11893,1
5193,1
17910,2
20956,3
9228,5
9262,5
1229,4
24592,4
20305,3
9834,5
25902,4
10638,5
13490,1
16606,2
5734,3
9835,5
4296,5
25834,4
2087,4
20169,3
3124,5
25452,4
13954,1
18844,2
20412,3
12924,1
11809,1
7382,4
14456,1
13099,1
3079,5
23277,3
13929,1
5825,3
5358,1
2996,5
15870,2
11371,1
15092,1
20465,3
13005,1
8918,5
6474,3
9736,5
2628,5
6574,3
5784,3
13037,1
7732,4
883,3
10724,5
25660,4
21909,3
13858,1
20591,3
1344,4
3192,5
19755,2
19813,2
22641,3
1731,4
6775,3
26354,4
2849,5
23463,3
7184,4
1093,3
2315,5
12423,1
10913,1
3634,5
24172,4
3969,5
8776,5
20456,3
9263,5
14911,1
20451,3
14571,1
21144,3
9024,5
16801,2
23213,3
12025,1
12096,1
7399,4
11413,1
2790,5
8290,5
10083,5
22254,3
3160,5
11131,1
9555,5
6296,3
1116,4
17479,2
14688,1
15820,2
12676,1
7839,4
2023,4
4754,5
4702,5
4337,5
15744,2
20154,3
24549,4
20734,3
24873,4
21806,3
4431,5
26717,4
18765,2
1583,4
14623,1
14098,1
13674,1
23164,3
1897,4
19344,2
8824,5
667,3
26755,4
25444,4
16627,2
22151,3
10119,5
23516,3
20671,3
7560,4
9827,5
2647,5
19584,2
23008,3
18420,2
13904,1
3453,5
16619,2
6754,3
8802,5
2897,5
2957,5
25993,4
12368,1
11101,1
8570,5
9475,5
3706,5
6182,3
23169,3
7459,4
21137,3
3838,5
16505,2
6925,4
21452,3
94,1
21396,3
2841,5
12043,1
6953,4
8671,5
23357,3
16343,2
19155,2
2163,4
19292,2
13075,1
4843,1
20688,3
8593,5
26524,4
7302,4
22674,3
24059,4
13887,1
14286,1
22746,3
26386,4
1638,4
6630,3
1589,4
24954,4
22798,3
15838,2
17520,2
19252,2
23931,4
21294,3
11045,1
5034,1
17328,2
2020,4
18133,2
22985,3
12856,1
4309,5
2337,5
25504,4
8650,5
26189,4
23959,4
16269,2
1503,4
5357,1
5599,2
8627,5
10561,5
14122,1
22958,3
16671,2
20812,3
21360,3
23701,3
17718,2
22190,3
3277,5
25151,4
11399,1
7239,4
7405,4
12531,1
14810,1
2173,4
13637,1
16129,2
16184,2
16875,2
23894,4
1171,4
20308,3
16052,2
9925,5
10142,5
26056,4
2307,5
3495,5
15933,2
1752,4
1595,4
23449,3
16176,2
21700,3
1505,4
3510,5
22514,3
4127,5
14968,1
12029,1
14940,1
6670,3
24334,4
11239,1
20765,3
5329,1
7661,4
12939,1
9284,5
14502,1
21166,3
23895,4
20303,3
20836,3
8317,5
15854,2
2414,5
3708,5
4721,5
7453,4
3621,5
12746,1
4864,1
14831,1
9452,5
19633,2
2961,5
10362,5
11661,1
5704,2
11897,1
22539,3
9994,5
26286,4
17523,2
25686,4
25662,4
15061,1
22739,3
5022,1
26526,4
13105,1
25825,4
25717,4
24601,4
20917,3
19427,2
10821,5
5217,1
13846,1
15002,1
8797,5
21348,3
2439,5
2566,5
9708,5
7757,4
8353,5
11864,1
16795,2
25933,4
21703,3
20567,3
23826,3
9647,5
9148,5
14115,1
22707,3
21960,3
20637,3
3793,5
25409,4
7601,4
22314,3
14683,1
20605,3
15705,2
12764,1
26330,4
14341,1
13375,1
26267,4
10191,5
13560,1
7087,4
26500,4
6960,4
16964,2
15036,1
21970,3
7484,4
8773,5
1913,4
18589,2
3665,5
13964,1
25944,4
2859,5
23684,3
25399,4
19085,2
9382,5
3777,5
24081,4
23663,3
9159,5
7336,4
23660,3
20639,3
25237,4
6161,3
14163,1
16187,2
12398,1
23804,3
13114,1
8303,5
11572,1
8172,5
23117,3
23408,3
9712,5
3340,5
21127,3
98,1
5649,2
4492,5
11243,1
16095,2
20369,3
4632,5
11324,1
825,3
24229,4
26773,4
3692,5
10803,5
3798,5
12711,1
13805,1
23249,3
8789,5
23750,3
22702,3
3398,5
28,1
7922,4
24205,4
15012,1
533,2
22129,3
3610,5
1865,4
5438,1
12165,1
3911,5
14343,1
14593,1
6734,3
22894,3
10502,5
11200,1
17946,2
3339,5
26043,4
23785,3
15128,1
14476,1
19184,2
14742,1
36,1
19125,2
17720,2
4515,5
15689,2
17366,2
25402,4
25356,4
3764,5
12178,1
16998,2
23857,3
2365,5
17237,2
27,1
10465,5
13234,1
5151,1
9837,5
21977,3
21542,3
13130,1
19517,2
10146,5
21746,3
12521,1
15447,2
23634,3
7345,4
15019,1
22097,3
25818,4
19188,2
16826,2
24157,4
14107,1
14608,1
3672,5
10951,1
9668,5
21021,3
20040,2
25848,4
11708,1
10345,5
14426,1
23757,3
22797,3
1660,4
6323,3
21048,3
17414,2
14829,1
19243,2
22355,3
8721,5
13004,1
20072,2
3854,5
22111,3
16745,2
19211,2
8103,4
6927,4
3547,5
13213,1
25257,4
21134,3
9081,5
23690,3
20844,3
2111,4
17486,2
21121,3
18086,2
5757,3
21193,3
9750,5
17817,2
3457,5
13940,1
16793,2
12923,1
12262,1
3187,5
17875,2
8538,5
25209,4
25117,4
17554,2
12267,1
17088,2
19803,2
11592,1
13453,1
6180,3
6628,3
1605,4
21852,3
15107,1
5801,3
6838,4
5220,1
1304,4
12911,1
4242,5
18848,2
21010,3
920,3
7301,4
25852,4
12092,1
1112,3
13769,1
16197,2
1414,4
6374,3
14069,1
6095,3
6649,3
17534,2
15223,1
18614,2
17973,2
952,3
1984,4
5417,1
14306,1
14779,1
1989,4
17603,2
6079,3
25561,4
8368,5
2146,4
780,3
271,1
4471,5
5297,1
6351,3
18248,2
3258,5
22291,3
3588,5
6919,4
7034,4
2976,5
201,1
430,2
7195,4
9612,5
7702,4
13635,1
24166,4
19647,2
4813,1
6170,3
14492,1
24851,4
18797,2
7807,4
6012,3
21383,3
26543,4
14889,1
18990,2
25639,4
19356,2
24086,4
9346,5
17202,2
22099,3
15311,2
13153,1
14471,1
16055,2
26492,4
16519,2
890,3
6197,3
19396,2
5640,2
12324,1
21141,3
14002,1
9530,5
24035,4
5944,3
20641,3
21259,3
1737,4
19088,2
16501,2
3196,5
2981,5
7788,4
13747,1
2974,5
1710,4
3406,5
3572,5
19345,2
24056,4
4917,1
13882,1
14302,1
13866,1
11608,1
241,1
1637,4
21975,3
14504,1
9632,5
23479,3
19826,2
23058,3
14097,1
14088,1
20233,3
1193,4
13312,1
18173,2
19781,2
5909,3
19850,2
26847,4
13932,1
10824,5
11364,1
26402,4
3440,5
13381,1
8981,5
17776,2
24763,4
22064,3
2312,5
4465,5
12651,1
22828,3
12539,1
8579,5
7849,4
14033,1
1866,4
21916,3
10417,5
8225,5
982,3
1188,4
13886,1
16901,2
17891,2
682,3
20630,3
20593,3
23394,3
15788,2
21367,3
18727,2
13860,1
24812,4
6232,3
12273,1
19886,2
7745,4
16642,2
19791,2
11106,1
21365,3
16531,2
11421,1
14646,1
20661,3
21159,3
24694,4
25596,4
26338,4
9879,5
12611,1
4472,5
17395,2
16411,2
7546,4
14825,1
25990,4
13528,1
7855,4
4774,5
5737,3
23054,3
16792,2
16006,2
9757,5
1185,4
8049,4
21218,3
18562,2
10184,5
24011,4
8552,5
362,2
10571,5
11839,1
13091,1
8483,5
25634,4
24829,4
22257,3
25036,4
18537,2
19394,2
10314,5
7572,4
273,1
13177,1
16363,2
21524,3
8556,5
3546,5
10323,5
15629,2
15031,1
16853,2
21377,3
9021,5
22208,3
3584,5
19135,2
16867,2
21690,3
19692,2
20772,3
2440,5
19124,2
13741,1
7912,4
910,3
21779,3
6047,3
9449,5
23544,3
26250,4
15382,2
7141,4
2068,4
19325,2
16906,2
19513,2
10691,5
26817,4
23192,3
16143,2
26766,4
23517,3
16791,2
6787,3
20265,3
3647,5
16630,2
6055,3
13235,1
22159,3
7580,4
17465,2
2576,5
19498,2
21643,3
8388,5
21198,3
6064,3
5333,1
25645,4
18810,2
24783,4
1408,4
652,3
22723,3
20717,3
3316,5
10237,5
16464,2
13578,1
1936,4
12106,1
18016,2
4226,5
21672,3
26321,4
19805,2
25999,4
11095,1
23078,3
21266,3
16299,2
15408,2
7307,4
24773,4
15150,1
26392,4
21701,3
2058,4
11861,1
7744,4
13931,1
6703,3
20498,3
8612,5
14404,1
1995,4
4919,1
18770,2
10377,5
17907,2
15925,2
23333,3
5601,2
26681,4
20548,3
15176,1
14213,1
25496,4
20000,2
15452,2
5498,1
18401,2
9669,5
5559,2
21866,3
5366,1
9655,5
1174,4
23120,3
20479,3
10385,5
23539,3
13400,1
3254,5
12232,1
320,2
6289,3
12310,1
11937,1
5249,1
1442,4
16598,2
8349,5
11212,1
13585,1
24980,4
5989,3
7016,4
10023,5
1831,4
17367,2
13980,1
12152,1
20669,3
26070,4
10960,1
10363,5
4778,1
3579,5
10052,5
9258,5
22906,3
15493,2
365,2
23239,3
17084,2
12922,1
8750,5
13820,1
22538,3
16460,2
11242,1
26212,4
14181,1
22724,3
20516,3
14416,1
23848,3
5061,1
12712,1
13996,1
14895,1
2805,5
22548,3
9541,5
9385,5
25582,4
24566,4
23069,3
4653,5
8289,5
6414,3
9390,5
15713,2
10655,5
6429,3
15520,2
15345,2
18374,2
24794,4
3528,5
24847,4
23507,3
9666,5
11801,1
8517,5
19808,2
4038,5
943,3
26280,4
17613,2
18666,2
2966,5
11811,1
18920,2
4220,5
21782,3
22490,3
1382,4
25077,4
2539,5
516,2
14978,1
19917,2
12184,1
26368,4
25093,4
17028,2
10767,5
19215,2
21585,3
3514,5
11932,1
8339,5
311,2
16474,2
13019,1
1763,4
18191,2
11952,1
8253,5
15862,2
1767,4
8477,5
335,2
20370,3
22610,3
11229,1
18217,2
8506,5
19568,2
15458,2
19900,2
13679,1
23903,4
5097,1
2324,5
20113,2
15349,2
11482,1
6334,3
1645,4
2927,5
6379,3
9677,5
24046,4
4030,5
16904,2
19090,2
9914,5
3601,5
18400,2
3034,5
23041,3
14056,1
